1583128800000.0,ETH-USDT,2h,entry long,"(45.16303856, 221.42)","(45.16303856, 243.562)",1,{'total': 0}
1583841600000.0,ETH-USDT,2h,entry long,"(49.73164606, 203.09)","(49.73164606, 223.39900000000003)",2,"{'total': 1, 'total_winning_trades': 1, 'total_losing_trades': 0, 'starting_balance': 100000.0, 'finishing_balance': 100999.99999979552, 'win_rate': 1.0, 'ratio_avg_win_loss': nan, 'longs_count': 1, 'longs_percentage': 100.0, 'shorts_percentage': 0.0, 'shorts_count': 0, 'fee': 0.0, 'net_profit': 999.9999997955198, 'net_profit_percentage': 0.9999999997955198, 'average_win': 999.9999997955198, 'average_loss': nan, 'expectancy': 999.9999997955198, 'expectancy_percentage': 0.9999999997955198, 'expected_net_profit_every_100_trades': 99.99999997955197, 'average_holding_period': 408240.0, 'average_winning_holding_period': 408240.0, 'average_losing_holding_period': nan, 'gross_profit': 999.9999997955198, 'gross_loss': 0.0, 'max_drawdown': -0.3519828817825865, 'annual_return': 49.71169055822679, 'sharpe_ratio': 6.574465123094266, 'calmar_ratio': 141.233261988385, 'sortino_ratio': 17.152472029439465, 'omega_ratio': 3.8390973711303022, 'serenity_index': 5.658781628850618, 'smart_sharpe': nan, 'smart_sortino': nan, 'total_open_trades': 0, 'open_pl': 0, 'winning_streak': 1, 'losing_streak': 0, 'largest_losing_trade': 0, 'largest_winning_trade': 999.9999997955198, 'current_streak': 1}"
1584144000000.0,ETH-USDT,2h,entry long,"(74.58600626, 134.06)","(74.58600626, 147.466)",3,"{'total': 2, 'total_winning_trades': 1, 'total_losing_trades': 1, 'starting_balance': 100000.0, 'finishing_balance': 99989.99999996298, 'win_rate': 0.5, 'ratio_avg_win_loss': 0.9900990098626935, 'longs_count': 2, 'longs_percentage': 100.0, 'shorts_percentage': 0.0, 'shorts_count': 0, 'fee': 0.0, 'net_profit': -10.00000003702155, 'net_profit_percentage': -0.01000000003702155, 'average_win': 999.9999997955198, 'average_loss': 1009.9999998325413, 'expectancy': -5.000000018510775, 'expectancy_percentage': -0.005000000018510775, 'expected_net_profit_every_100_trades': -0.5000000018510775, 'average_holding_period': 257490.0, 'average_winning_holding_period': 408240.0, 'average_losing_holding_period': 106740.0, 'gross_profit': 999.9999997955198, 'gross_loss': -1009.9999998325413, 'max_drawdown': -0.9999999998362208, 'annual_return': -0.3037197127941704, 'sharpe_ratio': -0.007014488317663643, 'calmar_ratio': -0.3037197128439134, 'sortino_ratio': -0.009816141003414, 'omega_ratio': 0.9986939966041751, 'serenity_index': -0.010737532558531363, 'smart_sharpe': nan, 'smart_sortino': nan, 'total_open_trades': 0, 'open_pl': 0, 'winning_streak': 1, 'losing_streak': 1, 'largest_losing_trade': -1009.9999998325413, 'largest_winning_trade': 999.9999997955198, 'current_streak': -1}"
1584309600000.0,ETH-USDT,2h,entry long,"(74.47344267, 132.92)","(74.47344267, 146.212)",4,"{'total': 3, 'total_winning_trades': 1, 'total_losing_trades': 2, 'starting_balance': 100000.0, 'finishing_balance': 98990.10000004142, 'win_rate': 0.3333333333333333, 'ratio_avg_win_loss': 0.9950743817283086, 'longs_count': 3, 'longs_percentage': 100.0, 'shorts_percentage': 0.0, 'shorts_count': 0, 'fee': 0.0, 'net_profit': -1009.899999958581, 'net_profit_percentage': -1.0098999999585812, 'average_win': 999.9999997955198, 'average_loss': 1004.9499998770505, 'expectancy': -336.6333333195272, 'expectancy_percentage': -0.3366333333195272, 'expected_net_profit_every_100_trades': -33.66333333195272, 'average_holding_period': 199740.0, 'average_winning_holding_period': 408240.0, 'average_losing_holding_period': 95490.0, 'gross_profit': 999.9999997955198, 'gross_loss': -2009.899999754101, 'max_drawdown': -1.989999999760561, 'annual_return': -23.251311417175458, 'sharpe_ratio': -3.03063105993849, 'calmar_ratio': -11.684076090438733, 'sortino_ratio': -3.668888107624677, 'omega_ratio': 0.5741552316088229, 'serenity_index': -0.4427555919046774, 'smart_sharpe': nan, 'smart_sortino': nan, 'total_open_trades': 0, 'open_pl': 0, 'winning_streak': 1, 'losing_streak': 2, 'largest_losing_trade': -1009.9999998325413, 'largest_winning_trade': 999.9999997955198, 'current_streak': -2}"
1584417600000.0,ETH-USDT,2h,entry long,"(83.31224942, 117.63)","(83.31224942, 129.393)",5,"{'total': 4, 'total_winning_trades': 1, 'total_losing_trades': 3, 'starting_balance': 100000.0, 'finishing_balance': 98000.19900007178, 'win_rate': 0.25, 'ratio_avg_win_loss': 1.000066337621341, 'longs_count': 4, 'longs_percentage': 100.0, 'shorts_percentage': 0.0, 'shorts_count': 0, 'fee': 0.0, 'net_profit': -1999.8009999282212, 'net_profit_percentage': -1.9998009999282214, 'average_win': 999.9999997955198, 'average_loss': 999.9336665745803, 'expectancy': -499.9502499820553, 'expectancy_percentage': -0.49995024998205534, 'expected_net_profit_every_100_trades': -49.99502499820554, 'average_holding_period': 156840.0, 'average_winning_holding_period': 408240.0, 'average_losing_holding_period': 73040.0, 'gross_profit': 999.9999997955198, 'gross_loss': -2999.800999723741, 'max_drawdown': -2.9700999997324784, 'annual_return': -36.92388015073348, 'sharpe_ratio': -5.287160390650255, 'calmar_ratio': -12.431864298865113, 'sortino_ratio': -5.988151410155265, 'omega_ratio': 0.4026975491921397, 'serenity_index': -0.3160118194046408, 'smart_sharpe': nan, 'smart_sortino': nan, 'total_open_trades': 0, 'open_pl': 0, 'winning_streak': 1, 'losing_streak': 3, 'largest_losing_trade': -1009.9999998325413, 'largest_winning_trade': 999.9999997955198, 'current_streak': -3}"
1584842400000.0,ETH-USDT,2h,entry long,"(73.64598287, 134.4)","(73.64598287, 147.84000000000003)",6,"{'total': 5, 'total_winning_trades': 2, 'total_losing_trades': 3, 'starting_balance': 100000.0, 'finishing_balance': 98980.20098999924, 'win_rate': 0.4, 'ratio_avg_win_loss': 0.9900666693750642, 'longs_count': 5, 'longs_percentage': 100.0, 'shorts_percentage': 0.0, 'shorts_count': 0, 'fee': 0.0, 'net_profit': -1019.7990100007596, 'net_profit_percentage': -1.0197990100007597, 'average_win': 990.0009948614907, 'average_loss': 999.9336665745803, 'expectancy': -203.9598020001519, 'expectancy_percentage': -0.20395980200015193, 'expected_net_profit_every_100_trades': -20.39598020001519, 'average_holding_period': 168756.0, 'average_winning_holding_period': 312330.0, 'average_losing_holding_period': 73040.0, 'gross_profit': 1980.0019897229813, 'gross_loss': -2999.800999723741, 'max_drawdown': -3.092181315714504, 'annual_return': -16.319212358983304, 'sharpe_ratio': -2.0026655789311363, 'calmar_ratio': -5.277572914644062, 'sortino_ratio': -2.63035505786845, 'omega_ratio': 0.7113701798945393, 'serenity_index': -0.09628605051068662, 'smart_sharpe': nan, 'smart_sortino': nan, 'total_open_trades': 0, 'open_pl': 0, 'winning_streak': 1, 'losing_streak': 3, 'largest_losing_trade': -1009.9999998325413, 'largest_winning_trade': 999.9999997955198, 'current_streak': 1}"
1584849600000.0,ETH-USDT,2h,exit,[[ 73.64598287 134.4       ]],"(73.64598287, 135.91)",6,"{'total': 5, 'total_winning_trades': 2, 'total_losing_trades': 3, 'starting_balance': 100000.0, 'finishing_balance': 98980.20098999924, 'win_rate': 0.4, 'ratio_avg_win_loss': 0.9900666693750642, 'longs_count': 5, 'longs_percentage': 100.0, 'shorts_percentage': 0.0, 'shorts_count': 0, 'fee': 0.0, 'net_profit': -1019.7990100007596, 'net_profit_percentage': -1.0197990100007597, 'average_win': 990.0009948614907, 'average_loss': 999.9336665745803, 'expectancy': -203.9598020001519, 'expectancy_percentage': -0.20395980200015193, 'expected_net_profit_every_100_trades': -20.39598020001519, 'average_holding_period': 168756.0, 'average_winning_holding_period': 312330.0, 'average_losing_holding_period': 73040.0, 'gross_profit': 1980.0019897229813, 'gross_loss': -2999.800999723741, 'max_drawdown': -3.092181315714504, 'annual_return': -16.319212358983304, 'sharpe_ratio': -2.0026655789311363, 'calmar_ratio': -5.277572914644062, 'sortino_ratio': -2.63035505786845, 'omega_ratio': 0.7113701798945393, 'serenity_index': -0.09628605051068662, 'smart_sharpe': nan, 'smart_sortino': nan, 'total_open_trades': 0, 'open_pl': 0, 'winning_streak': 1, 'losing_streak': 3, 'largest_losing_trade': -1009.9999998325413, 'largest_winning_trade': 999.9999997955198, 'current_streak': 1}"
1584972000000.0,ETH-USDT,2h,entry long,"(75.35468169, 131.5)","(75.35468169, 144.65)",1,"{'total': 6, 'total_winning_trades': 3, 'total_losing_trades': 3, 'starting_balance': 100000.0, 'finishing_balance': 99091.40642413295, 'win_rate': 0.5, 'ratio_avg_win_loss': 0.6971153833368497, 'longs_count': 6, 'longs_percentage': 100.0, 'shorts_percentage': 0.0, 'shorts_count': 0, 'fee': 0.0, 'net_profit': -908.5935758670603, 'net_profit_percentage': -0.9085935758670604, 'average_win': 697.0691412855602, 'average_loss': 999.9336665745803, 'expectancy': -151.43226264451005, 'expectancy_percentage': -0.15143226264451004, 'expected_net_profit_every_100_trades': -15.143226264451004, 'average_holding_period': 141830.0, 'average_winning_holding_period': 210620.0, 'average_losing_holding_period': 73040.0, 'gross_profit': 2091.2074238566806, 'gross_loss': -2999.800999723741, 'max_drawdown': -3.092181315714504, 'annual_return': -14.052447952418168, 'sharpe_ratio': -1.7362570291979453, 'calmar_ratio': -4.544509689973046, 'sortino_ratio': -2.2849037230105416, 'omega_ratio': 0.7436417454315546, 'serenity_index': -0.08284781581322191, 'smart_sharpe': nan, 'smart_sortino': nan, 'total_open_trades': 0, 'open_pl': 0, 'winning_streak': 2, 'losing_streak': 3, 'largest_losing_trade': -1009.9999998325413, 'largest_winning_trade': 999.9999997955198, 'current_streak': 2}"
1585944000000.0,ETH-USDT,2h,entry long,"(70.32203519, 142.32)","(70.32203519, 156.552)",2,"{'total': 7, 'total_winning_trades': 4, 'total_losing_trades': 3, 'starting_balance': 100000.0, 'finishing_balance': 100082.32048835645, 'win_rate': 0.5714285714285714, 'ratio_avg_win_loss': 0.7705814873296649, 'longs_count': 7, 'longs_percentage': 100.0, 'shorts_percentage': 0.0, 'shorts_count': 0, 'fee': 0.0, 'net_profit': 82.32048835644025, 'net_profit_percentage': 0.08232048835644025, 'average_win': 770.5303720200453, 'average_loss': 999.9336665745803, 'expectancy': 11.760069765205685, 'expectancy_percentage': 0.011760069765205685, 'expected_net_profit_every_100_trades': 1.1760069765205685, 'average_holding_period': 246548.57142857142, 'average_winning_holding_period': 376680.0, 'average_losing_holding_period': 73040.0, 'gross_profit': 3082.1214880801813, 'gross_loss': -2999.800999723741, 'max_drawdown': -3.092181315714504, 'annual_return': 0.9142942953834332, 'sharpe_ratio': 0.150393142856554, 'calmar_ratio': 0.29567939329332926, 'sortino_ratio': 0.20577621806270652, 'omega_ratio': 1.0234399254420088, 'serenity_index': 0.007263251131828861, 'smart_sharpe': nan, 'smart_sortino': nan, 'total_open_trades': 0, 'open_pl': 0, 'winning_streak': 3, 'losing_streak': 3, 'largest_losing_trade': -1009.9999998325413, 'largest_winning_trade': 999.9999997955198, 'current_streak': 3}"
1586318400000.0,ETH-USDT,2h,entry long,"(58.7146513, 172.16)","(58.7146513, 189.376)",3,"{'total': 8, 'total_winning_trades': 5, 'total_losing_trades': 3, 'starting_balance': 100000.0, 'finishing_balance': 101083.14369318052, 'win_rate': 0.625, 'ratio_avg_win_loss': 0.8166431093156384, 'longs_count': 8, 'longs_percentage': 100.0, 'shorts_percentage': 0.0, 'shorts_count': 0, 'fee': 0.0, 'net_profit': 1083.1436931805201, 'net_profit_percentage': 1.08314369318052, 'average_win': 816.5889385808522, 'average_loss': 999.9336665745803, 'expectancy': 135.39296164756502, 'expectancy_percentage': 0.135392961647565, 'expected_net_profit_every_100_trades': 13.5392961647565, 'average_holding_period': 244860.0, 'average_winning_holding_period': 347952.0, 'average_losing_holding_period': 73040.0, 'gross_profit': 4082.944692904261, 'gross_loss': -2999.800999723741, 'max_drawdown': -3.092181315714504, 'annual_return': 10.902293959390175, 'sharpe_ratio': 1.3058909018906726, 'calmar_ratio': 3.525761540561862, 'sortino_ratio': 1.9258646312029417, 'omega_ratio': 1.2256325369689376, 'serenity_index': 0.10675234160761812, 'smart_sharpe': nan, 'smart_sortino': nan, 'total_open_trades': 0, 'open_pl': 0, 'winning_streak': 4, 'losing_streak': 3, 'largest_losing_trade': -1009.9999998325413, 'largest_winning_trade': 1000.8232048240799, 'current_streak': 4}"
