1583150400000.0,ETH-USDT,3h,entry long,"(44.50378282, 224.7)","(44.50378282, 247.17000000000002)",1,{'total': 0}
1584273600000.0,ETH-USDT,3h,entry long,"(80.09516256, 126.1)","(80.09516256, 138.71)",2,"{'total': 1, 'total_winning_trades': 1, 'total_losing_trades': 0, 'starting_balance': 100000.0, 'finishing_balance': 100999.9999999654, 'win_rate': 1.0, 'ratio_avg_win_loss': nan, 'longs_count': 1, 'longs_percentage': 100.0, 'shorts_percentage': 0.0, 'shorts_count': 0, 'fee': 0.0, 'net_profit': 999.9999999654011, 'net_profit_percentage': 0.9999999999654011, 'average_win': 999.9999999654011, 'average_loss': nan, 'expectancy': 999.9999999654011, 'expectancy_percentage': 0.9999999999654011, 'expected_net_profit_every_100_trades': 99.99999999654011, 'average_holding_period': 446400.0, 'average_winning_holding_period': 446400.0, 'average_losing_holding_period': nan, 'gross_profit': 999.9999999654011, 'gross_loss': 0.0, 'max_drawdown': -0.3473731843753103, 'annual_return': 29.617722995835493, 'sharpe_ratio': 5.291448884452133, 'calmar_ratio': 85.26197279475608, 'sortino_ratio': 14.192014752451962, 'omega_ratio': 3.8770224529086157, 'serenity_index': 7.347138707349576, 'smart_sharpe': nan, 'smart_sortino': nan, 'total_open_trades': 0, 'open_pl': 0, 'winning_streak': 1, 'losing_streak': 0, 'largest_losing_trade': 0, 'largest_winning_trade': 999.9999999654011, 'current_streak': 1}"
1584468000000.0,ETH-USDT,3h,entry long,"(84.88836064, 117.79)","(84.88836064, 129.56900000000002)",3,"{'total': 2, 'total_winning_trades': 1, 'total_losing_trades': 1, 'starting_balance': 100000.0, 'finishing_balance': 99990.00000008379, 'win_rate': 0.5, 'ratio_avg_win_loss': 0.9900990099827996, 'longs_count': 2, 'longs_percentage': 100.0, 'shorts_percentage': 0.0, 'shorts_count': 0, 'fee': 0.0, 'net_profit': -9.999999916200068, 'net_profit_percentage': -0.009999999916200066, 'average_win': 999.9999999654011, 'average_loss': 1009.9999998816012, 'expectancy': -4.999999958100034, 'expectancy_percentage': -0.004999999958100033, 'expected_net_profit_every_100_trades': -0.4999999958100033, 'average_holding_period': 255690.0, 'average_winning_holding_period': 446400.0, 'average_losing_holding_period': 64980.0, 'gross_profit': 999.9999999654011, 'gross_loss': -1009.9999998816012, 'max_drawdown': -0.9999999998831166, 'annual_return': -0.22787637178306452, 'sharpe_ratio': -0.008120074774559605, 'calmar_ratio': -0.2278763718096995, 'sortino_ratio': -0.011694451023000941, 'omega_ratio': 0.9983328658769266, 'serenity_index': -0.020906669062883233, 'smart_sharpe': nan, 'smart_sortino': nan, 'total_open_trades': 0, 'open_pl': 0, 'winning_streak': 1, 'losing_streak': 1, 'largest_losing_trade': -1009.9999998816012, 'largest_winning_trade': 999.9999999654011, 'current_streak': -1}"
1584748800000.0,ETH-USDT,3h,entry long,"(75.65919988, 133.48)","(75.65919988, 146.828)",4,"{'total': 3, 'total_winning_trades': 2, 'total_losing_trades': 1, 'starting_balance': 100000.0, 'finishing_balance': 100989.90000006235, 'win_rate': 0.6666666666666666, 'ratio_avg_win_loss': 0.9900495050388136, 'longs_count': 3, 'longs_percentage': 100.0, 'shorts_percentage': 0.0, 'shorts_count': 0, 'fee': 0.0, 'net_profit': 989.9000000623608, 'net_profit_percentage': 0.9899000000623609, 'average_win': 999.949999971981, 'average_loss': 1009.9999998816012, 'expectancy': 329.9666666874536, 'expectancy_percentage': 0.32996666668745356, 'expected_net_profit_every_100_trades': 32.996666668745355, 'average_holding_period': 225820.0, 'average_winning_holding_period': 306240.0, 'average_losing_holding_period': 64980.0, 'gross_profit': 1999.899999943962, 'gross_loss': -1009.9999998816012, 'max_drawdown': -1.137838526070889, 'annual_return': 20.831876622369585, 'sharpe_ratio': 2.6685636403223763, 'calmar_ratio': 18.30828904546314, 'sortino_ratio': 4.724067367095125, 'omega_ratio': 1.6701577219060795, 'serenity_index': 1.0464863989394788, 'smart_sharpe': nan, 'smart_sortino': nan, 'total_open_trades': 0, 'open_pl': 0, 'winning_streak': 1, 'losing_streak': 1, 'largest_losing_trade': -1009.9999998816012, 'largest_winning_trade': 999.9999999654011, 'current_streak': 1}"
1584975600000.0,ETH-USDT,3h,entry long,"(76.97875038, 129.88)","(76.97875038, 142.868)",5,"{'total': 4, 'total_winning_trades': 2, 'total_losing_trades': 2, 'starting_balance': 100000.0, 'finishing_balance': 99980.0010000641, 'win_rate': 0.5, 'ratio_avg_win_loss': 0.9900990099321452, 'longs_count': 4, 'longs_percentage': 100.0, 'shorts_percentage': 0.0, 'shorts_count': 0, 'fee': 0.0, 'net_profit': -19.998999935880192, 'net_profit_percentage': -0.019998999935880193, 'average_win': 999.949999971981, 'average_loss': 1009.9494999399211, 'expectancy': -4.999749983970048, 'expectancy_percentage': -0.004999749983970048, 'expected_net_profit_every_100_trades': -0.4999749983970048, 'average_holding_period': 212610.0, 'average_winning_holding_period': 306240.0, 'average_losing_holding_period': 118980.0, 'gross_profit': 1999.899999943962, 'gross_loss': -2019.8989998798422, 'max_drawdown': -1.137838526070889, 'annual_return': 1.8276862463169063, 'sharpe_ratio': 0.277232308487826, 'calmar_ratio': 1.606279102385604, 'sortino_ratio': 0.4187579738773317, 'omega_ratio': 1.0527093418354432, 'serenity_index': 0.11304114942211209, 'smart_sharpe': nan, 'smart_sortino': nan, 'total_open_trades': 0, 'open_pl': 0, 'winning_streak': 1, 'losing_streak': 1, 'largest_losing_trade': -1009.9999998816012, 'largest_winning_trade': 999.9999999654011, 'current_streak': -1}"
1585267200000.0,ETH-USDT,3h,entry long,"(72.96228396, 138.4)","(72.96228396, 152.24)",6,"{'total': 5, 'total_winning_trades': 3, 'total_losing_trades': 2, 'starting_balance': 100000.0, 'finishing_balance': 100979.80100999954, 'win_rate': 0.6, 'ratio_avg_win_loss': 0.9900495057947106, 'longs_count': 5, 'longs_percentage': 100.0, 'shorts_percentage': 0.0, 'shorts_count': 0, 'fee': 0.0, 'net_profit': 979.8010099995597, 'net_profit_percentage': 0.9798010099995598, 'average_win': 999.900003293134, 'average_loss': 1009.9494999399211, 'expectancy': 195.96020199991187, 'expectancy_percentage': 0.19596020199991188, 'expected_net_profit_every_100_trades': 19.596020199991187, 'average_holding_period': 182700.0, 'average_winning_holding_period': 225180.0, 'average_losing_holding_period': 118980.0, 'gross_profit': 2999.700009879402, 'gross_loss': -2019.8989998798422, 'max_drawdown': -1.137838526070889, 'annual_return': 15.298552205384741, 'sharpe_ratio': 1.97534543686323, 'calmar_ratio': 13.445275278393606, 'sortino_ratio': 3.14008156516071, 'omega_ratio': 1.4202310987158335, 'serenity_index': 1.0699630226736463, 'smart_sharpe': nan, 'smart_sortino': nan, 'total_open_trades': 0, 'open_pl': 0, 'winning_streak': 1, 'losing_streak': 1, 'largest_losing_trade': -1009.9999998816012, 'largest_winning_trade': 999.9999999654011, 'current_streak': 1}"
1585278000000.0,ETH-USDT,3h,exit,[[ 72.96228396 138.4       ]],"(72.96228396, 139.14)",6,"{'total': 5, 'total_winning_trades': 3, 'total_losing_trades': 2, 'starting_balance': 100000.0, 'finishing_balance': 100979.80100999954, 'win_rate': 0.6, 'ratio_avg_win_loss': 0.9900495057947106, 'longs_count': 5, 'longs_percentage': 100.0, 'shorts_percentage': 0.0, 'shorts_count': 0, 'fee': 0.0, 'net_profit': 979.8010099995597, 'net_profit_percentage': 0.9798010099995598, 'average_win': 999.900003293134, 'average_loss': 1009.9494999399211, 'expectancy': 195.96020199991187, 'expectancy_percentage': 0.19596020199991188, 'expected_net_profit_every_100_trades': 19.596020199991187, 'average_holding_period': 182700.0, 'average_winning_holding_period': 225180.0, 'average_losing_holding_period': 118980.0, 'gross_profit': 2999.700009879402, 'gross_loss': -2019.8989998798422, 'max_drawdown': -1.137838526070889, 'annual_return': 15.298552205384741, 'sharpe_ratio': 1.97534543686323, 'calmar_ratio': 13.445275278393606, 'sortino_ratio': 3.14008156516071, 'omega_ratio': 1.4202310987158335, 'serenity_index': 1.0699630226736463, 'smart_sharpe': nan, 'smart_sortino': nan, 'total_open_trades': 0, 'open_pl': 0, 'winning_streak': 1, 'losing_streak': 1, 'largest_losing_trade': -1009.9999998816012, 'largest_winning_trade': 999.9999999654011, 'current_streak': 1}"
1585332000000.0,ETH-USDT,3h,entry long,"(74.09342409, 136.36)","(74.09342409, 149.99600000000004)",1,"{'total': 6, 'total_winning_trades': 4, 'total_losing_trades': 2, 'starting_balance': 100000.0, 'finishing_balance': 101033.79310012994, 'win_rate': 0.6666666666666666, 'ratio_avg_win_loss': 0.755902176344326, 'longs_count': 6, 'longs_percentage': 100.0, 'shorts_percentage': 0.0, 'shorts_count': 0, 'fee': 0.0, 'net_profit': 1033.7931001299582, 'net_profit_percentage': 1.0337931001299583, 'average_win': 763.4230250024501, 'average_loss': 1009.9494999399211, 'expectancy': 172.2988500216597, 'expectancy_percentage': 0.17229885002165968, 'expected_net_profit_every_100_trades': 17.229885002165968, 'average_holding_period': 154050.0, 'average_winning_holding_period': 171585.0, 'average_losing_holding_period': 118980.0, 'gross_profit': 3053.6921000098005, 'gross_loss': -2019.8989998798422, 'max_drawdown': -1.137838526070889, 'annual_return': 14.901842810270804, 'sharpe_ratio': 1.9679507488082235, 'calmar_ratio': 13.096623526827566, 'sortino_ratio': 3.1262604525054685, 'omega_ratio': 1.4263513322241232, 'serenity_index': 1.1062673659322493, 'smart_sharpe': nan, 'smart_sortino': nan, 'total_open_trades': 0, 'open_pl': 0, 'winning_streak': 2, 'losing_streak': 1, 'largest_losing_trade': -1009.9999998816012, 'largest_winning_trade': 999.9999999654011, 'current_streak': 2}"
1586444400000.0,ETH-USDT,3h,entry long,"(59.66446297, 171.03)","(59.66446297, 188.133)",2,"{'total': 7, 'total_winning_trades': 5, 'total_losing_trades': 2, 'starting_balance': 100000.0, 'finishing_balance': 102044.13103102118, 'win_rate': 0.7142857142857143, 'ratio_avg_win_loss': 0.8047986619415721, 'longs_count': 7, 'longs_percentage': 100.0, 'shorts_percentage': 0.0, 'shorts_count': 0, 'fee': 0.0, 'net_profit': 2044.1310310212, 'net_profit_percentage': 2.0441310310212, 'average_win': 812.8060061802084, 'average_loss': 1009.9494999399211, 'expectancy': 292.01871871731424, 'expectancy_percentage': 0.2920187187173142, 'expected_net_profit_every_100_trades': 29.20187187173142, 'average_holding_period': 249625.7142857143, 'average_winning_holding_period': 301884.0, 'average_losing_holding_period': 118980.0, 'gross_profit': 4064.030030901042, 'gross_loss': -2019.8989998798422, 'max_drawdown': -1.137838526070889, 'annual_return': 20.850085992520896, 'sharpe_ratio': 2.8602744872271813, 'calmar_ratio': 18.324292520239293, 'sortino_ratio': 4.576701075335097, 'omega_ratio': 1.604365478999501, 'serenity_index': 2.5698780077050984, 'smart_sharpe': nan, 'smart_sortino': nan, 'total_open_trades': 0, 'open_pl': 0, 'winning_streak': 3, 'losing_streak': 1, 'largest_losing_trade': -1009.9999998816012, 'largest_winning_trade': 1010.3379308912417, 'current_streak': 3}"
1586703600000.0,ETH-USDT,3h,entry long,"(63.03343715, 160.27)","(63.03343715, 176.29700000000003)",3,"{'total': 8, 'total_winning_trades': 5, 'total_losing_trades': 3, 'starting_balance': 100000.0, 'finishing_balance': 101023.68972084527, 'win_rate': 0.625, 'ratio_avg_win_loss': 0.8020214087468092, 'longs_count': 8, 'longs_percentage': 100.0, 'shorts_percentage': 0.0, 'shorts_count': 0, 'fee': 0.0, 'net_profit': 1023.6897208452895, 'net_profit_percentage': 1.0236897208452893, 'average_win': 812.8060061802084, 'average_loss': 1013.4467700185842, 'expectancy': 127.96121510566121, 'expectancy_percentage': 0.12796121510566122, 'expected_net_profit_every_100_trades': 12.796121510566122, 'average_holding_period': 229440.0, 'average_winning_holding_period': 301884.0, 'average_losing_holding_period': 108700.0, 'gross_profit': 4064.030030901042, 'gross_loss': -3040.3403100557525, 'max_drawdown': -1.137838526070889, 'annual_return': 9.254653303090965, 'sharpe_ratio': 1.2862502850826976, 'calmar_ratio': 8.133538363346283, 'sortino_ratio': 1.8639719833998345, 'omega_ratio': 1.2384143380250892, 'serenity_index': 1.0784104862951265, 'smart_sharpe': nan, 'smart_sortino': nan, 'total_open_trades': 0, 'open_pl': 0, 'winning_streak': 3, 'losing_streak': 1, 'largest_losing_trade': -1020.4413101759105, 'largest_winning_trade': 1010.3379308912417, 'current_streak': -1}"
