Trade #,Type,Signal,Date/Time,Price,Contracts,Profit NONE,Profit %,Cum. Profit NONE,Cum. Profit %,Run-up NONE,Run-up %,Drawdown NONE,Drawdown %
15,Entry Long,Entry Long,2020-03-06 06:30,226.95,13.1093,-83.38,-2.8,-1242.70,-0.08,327.47,11.01,83.38,2.8
15,Exit Long,Exit Long,2020-03-08 21:30,220.59,13.1093,-83.38,-2.8,-1242.70,-0.08,327.47,11.01,83.38,2.8
16,Entry Short,Entry Short,2020-03-09 15:30,207.08,14.3085,861.66,29.08,-381.04,0.87,861.66,29.08,21.75,0.73
16,Exit Short,Exit Short,2020-03-12 17:30,146.86,14.3085,861.66,29.08,-381.04,0.87,861.66,29.08,21.75,0.73
17,Entry Short,Entry Short,2020-03-09 16:00,207.51,14.2716,865.57,29.23,484.53,0.87,865.57,29.23,2.00,0.07
17,Exit Short,Exit Short,2020-03-12 17:30,146.86,14.2716,865.57,29.23,484.53,0.87,865.57,29.23,2.00,0.07
18,Entry Short,Entry Short,2020-03-10 02:30,197.20,15.067,758.47,25.53,1243.00,0.75,758.47,25.53,135.60,4.56
18,Exit Short,Exit Short,2020-03-12 17:30,146.86,15.067,758.47,25.53,1243.00,0.75,758.47,25.53,135.60,4.56
19,Entry Short,Entry Short,2020-03-10 03:00,197.65,15.0321,763.48,25.7,2006.48,0.75,763.48,25.7,128.52,4.33
19,Exit Short,Exit Short,2020-03-12 17:30,146.86,15.0321,763.48,25.7,2006.48,0.75,763.48,25.7,128.52,4.33
20,Entry Short,Entry Short,2020-03-10 03:30,198.02,14.9991,767.35,25.84,2773.84,0.75,767.35,25.84,122.69,4.13
20,Exit Short,Exit Short,2020-03-12 17:30,146.86,14.9991,767.35,25.84,2773.84,0.75,767.35,25.84,122.69,4.13
21,Entry Short,Entry Short,2020-03-13 10:30,131.55,23.3683,254.25,8.27,3028.08,0.25,597.06,19.42,150.73,4.9
21,Exit Short,Exit Short,2020-03-13 12:00,120.67,23.3683,254.25,8.27,3028.08,0.25,597.06,19.42,150.73,4.9
22,Entry Short,Additional Short,2020-03-13 11:30,115.49,12,-62.16,-4.49,2965.92,-0.06,113.88,8.22,62.16,4.49
22,Exit Short,Exit Short,2020-03-13 12:00,120.67,12,-62.16,-4.49,2965.92,-0.06,113.88,8.22,62.16,4.49
23,Entry Short,Additional Short,2020-03-13 12:00,109.70,18,-197.46,-10,2768.46,-0.19,9.90,0.5,197.46,10
23,Exit Short,Exit Short,2020-03-13 12:00,120.67,18,-197.46,-10,2768.46,-0.19,9.90,0.5,197.46,10
24,Entry Short,Entry Short,2020-03-13 17:00,129.46,23.8147,-116.93,-3.79,2651.53,-0.11,348.17,11.29,243.39,7.89
24,Exit Short,Exit Short,2020-03-14 06:00,134.37,23.8147,-116.93,-3.79,2651.53,-0.11,348.17,11.29,243.39,7.89
25,Entry Short,Entry Short,2020-03-13 17:30,130.32,23.664,-95.84,-3.11,2555.69,-0.09,366.32,11.88,221.50,7.18
25,Exit Short,Exit Short,2020-03-14 06:00,134.37,23.664,-95.84,-3.11,2555.69,-0.09,366.32,11.88,221.50,7.18
26,Entry Short,Entry Short,2020-03-13 18:00,131.13,23.4979,-76.13,-2.47,2479.56,-0.07,382.78,12.42,200.91,6.52
26,Exit Short,Exit Short,2020-03-14 06:00,134.37,23.4979,-76.13,-2.47,2479.56,-0.07,382.78,12.42,200.91,6.52
27,Entry Short,Entry Short,2020-03-14 06:00,132.98,23.13,-32.15,-1.05,2447.41,-0.03,40.71,1.32,32.15,1.05
27,Exit Short,Exit Short,2020-03-14 06:00,134.37,23.13,-32.15,-1.05,2447.41,-0.03,40.71,1.32,32.15,1.05
28,Entry Short,Entry Short,2020-03-14 06:30,133.09,23.0806,12.93,0.42,2460.34,0.01,302.13,9.84,44.78,1.46
28,Exit Short,Exit Short,2020-03-16 04:30,132.53,23.0806,12.93,0.42,2460.34,0.01,302.13,9.84,44.78,1.46
29,Entry Short,Entry Short,2020-03-14 07:00,134.06,22.9207,35.07,1.14,2495.40,0.03,322.27,10.49,14.21,0.46
29,Exit Short,Exit Short,2020-03-16 04:30,132.53,22.9207,35.07,1.14,2495.40,0.03,322.27,10.49,14.21,0.46
30,Entry Short,Entry Short,2020-03-14 15:00,132.19,23.2663,-7.91,-0.26,2487.49,-0.01,283.62,9.22,7.91,0.26
30,Exit Short,Exit Short,2020-03-16 04:30,132.53,23.2663,-7.91,-0.26,2487.49,-0.01,283.62,9.22,7.91,0.26
31,Entry Short,Entry Short,2020-03-15 13:30,123.83,24.9644,-217.19,-7.03,2270.30,-0.21,91.62,2.96,217.19,7.03
31,Exit Short,Exit Short,2020-03-16 04:30,132.53,24.9644,-217.19,-7.03,2270.30,-0.21,91.62,2.96,217.19,7.03
32,Entry Short,Entry Short,2020-03-15 17:30,124.82,24.7593,-190.89,-6.18,2079.41,-0.19,115.38,3.73,190.89,6.18
32,Exit Short,Exit Short,2020-03-16 04:30,132.53,24.7593,-190.89,-6.18,2079.41,-0.19,115.38,3.73,190.89,6.18
33,Entry Short,Entry Short,2020-03-16 05:00,132.91,23.0392,141.69,4.63,2221.10,0.14,732.88,23.93,12.21,0.4
33,Exit Short,Exit Short,2020-03-19 19:00,126.76,23.0392,141.69,4.63,2221.10,0.14,732.88,23.93,12.21,0.4
34,Entry Short,Additional Short,2020-03-16 13:00,116.66,12,-121.20,-8.66,2099.90,-0.12,186.72,13.34,121.20,8.66
34,Exit Short,Exit Short,2020-03-19 19:00,126.76,12,-121.20,-8.66,2099.90,-0.12,186.72,13.34,121.20,8.66
35,Entry Short,Additional Short,2020-03-16 13:30,112.95,18,-248.58,-12.23,1851.32,-0.24,213.30,10.49,248.58,12.23
35,Exit Short,Exit Short,2020-03-19 19:00,126.76,18,-248.58,-12.23,1851.32,-0.24,213.30,10.49,248.58,12.23
36,Entry Short,Additional Short,2020-03-16 14:30,110.14,27,-448.74,-15.09,1402.58,-0.44,244.08,8.21,448.74,15.09
36,Exit Short,Exit Short,2020-03-19 19:00,126.76,27,-448.74,-15.09,1402.58,-0.44,244.08,8.21,448.74,15.09
37,Entry Short,Additional Short,2020-03-16 17:30,104.95,41,-894.21,-20.78,508.37,-0.88,157.85,3.67,894.21,20.78
37,Exit Short,Exit Short,2020-03-19 19:00,126.76,41,-894.21,-20.78,508.37,-0.88,157.85,3.67,894.21,20.78
38,Entry Long,Entry Long,2020-03-20 19:30,143.87,20.961,-321.75,-10.67,186.62,-0.32,29.97,0.99,321.75,10.67
38,Exit Long,Exit Long,2020-03-21 03:00,128.52,20.961,-321.75,-10.67,186.62,-0.32,29.97,0.99,321.75,10.67
39,Entry Long,Entry Long,2020-03-20 20:00,143.69,20.9878,-318.38,-10.56,-131.77,-0.32,26.86,0.89,318.38,10.56
39,Exit Long,Exit Long,2020-03-21 03:00,128.52,20.9878,-318.38,-10.56,-131.77,-0.32,26.86,0.89,318.38,10.56
40,Entry Long,Entry Long,2020-03-20 20:30,139.43,21.5862,-235.51,-7.82,-367.27,-0.24,119.59,3.97,235.51,7.82
40,Exit Long,Exit Long,2020-03-21 03:00,128.52,21.5862,-235.51,-7.82,-367.27,-0.24,119.59,3.97,235.51,7.82
41,Entry Long,Entry Long,2020-03-20 23:30,138.21,21.7542,-210.80,-7.01,-578.07,-0.21,39.59,1.32,210.80,7.01
41,Exit Long,Exit Long,2020-03-21 03:00,128.52,21.7542,-210.80,-7.01,-578.07,-0.21,39.59,1.32,210.80,7.01
42,Entry Long,Entry Long,2020-03-21 02:00,130.70,22.8664,-49.85,-1.67,-627.92,-0.05,88.95,2.98,49.85,1.67
42,Exit Long,Exit Long,2020-03-21 03:00,128.52,22.8664,-49.85,-1.67,-627.92,-0.05,88.95,2.98,49.85,1.67
43,Entry Long,Entry Long,2020-03-21 13:00,129.66,22.9868,-55.40,-1.86,-683.32,-0.06,179.07,6.01,184.81,6.2
43,Exit Long,Entry Short,2020-03-23 05:00,127.25,22.9868,-55.40,-1.86,-683.32,-0.06,179.07,6.01,184.81,6.2
44,Entry Long,Entry Long,2020-03-21 16:30,127.92,23.2902,-15.60,-0.52,-698.92,-0.02,221.96,7.45,146.73,4.92
44,Exit Long,Entry Short,2020-03-23 05:00,127.25,23.2902,-15.60,-0.52,-698.92,-0.02,221.96,7.45,146.73,4.92
45,Entry Long,Entry Long,2020-03-22 01:00,128.94,23.1239,-39.08,-1.31,-738.00,-0.04,196.78,6.6,169.27,5.68
45,Exit Long,Entry Short,2020-03-23 05:00,127.25,23.1239,-39.08,-1.31,-738.00,-0.04,196.78,6.6,169.27,5.68
46,Entry Long,Entry Long,2020-03-22 15:00,134.39,22.2644,-158.97,-5.31,-896.97,-0.16,11.13,0.37,284.32,9.5
46,Exit Long,Entry Short,2020-03-23 05:00,127.25,22.2644,-158.97,-5.31,-896.97,-0.16,11.13,0.37,284.32,9.5
47,Entry Long,Entry Long,2020-03-22 15:30,133.39,22.4152,-137.63,-4.6,-1034.60,-0.14,18.83,0.63,263.83,8.82
47,Exit Long,Entry Short,2020-03-23 05:00,127.25,22.4152,-137.63,-4.6,-1034.60,-0.14,18.83,0.63,263.83,8.82
48,Entry Short,Entry Short,2020-03-23 05:00,127.25,23.3239,-182.39,-6.15,-1216.99,-0.18,180.76,6.09,182.39,6.15
48,Exit Short,Exit Short,2020-03-23 20:00,135.07,23.3239,-182.39,-6.15,-1216.99,-0.18,180.76,6.09,182.39,6.15
49,Entry Short,Entry Short,2020-03-23 19:30,130.63,22.7206,-100.88,-3.4,-1317.87,-0.1,18.18,0.61,100.88,3.4
49,Exit Short,Exit Short,2020-03-23 20:00,135.07,22.7206,-100.88,-3.4,-1317.87,-0.1,18.18,0.61,100.88,3.4
50,Entry Short,Entry Short,2020-03-24 04:00,131.87,22.4498,-31.88,-1.08,-1349.75,-0.03,21.55,0.73,115.17,3.89
50,Exit Short,Entry Long,2020-03-24 12:00,133.29,22.4498,-31.88,-1.08,-1349.75,-0.03,21.55,0.73,115.17,3.89
51,Entry Long,Entry Long,2020-03-24 12:00,133.29,22.2,-85.91,-2.9,-1435.66,-0.09,223.55,7.55,186.70,6.31
51,Exit Long,Entry Short,2020-03-28 16:00,129.42,22.2,-85.91,-2.9,-1435.66,-0.09,223.55,7.55,186.70,6.31
52,Entry Long,Entry Long,2020-03-24 22:30,135.27,21.8772,-127.98,-4.32,-1563.64,-0.13,154.45,5.22,227.30,7.68
52,Exit Long,Entry Short,2020-03-28 16:00,129.42,21.8772,-127.98,-4.32,-1563.64,-0.13,154.45,5.22,227.30,7.68
53,Entry Long,Entry Long,2020-03-25 11:00,136.11,21.7643,-145.60,-4.92,-1709.25,-0.15,135.37,4.57,244.41,8.25
53,Exit Long,Entry Short,2020-03-28 16:00,129.42,21.7643,-145.60,-4.92,-1709.25,-0.15,135.37,4.57,244.41,8.25
54,Entry Long,Entry Long,2020-03-25 18:00,136.42,21.7077,-151.95,-5.13,-1861.20,-0.15,105.28,3.56,250.51,8.46
54,Exit Long,Entry Short,2020-03-28 16:00,129.42,21.7077,-151.95,-5.13,-1861.20,-0.15,105.28,3.56,250.51,8.46
55,Entry Long,Entry Long,2020-03-25 18:30,136.50,21.6996,-153.63,-5.19,-2014.83,-0.16,103.51,3.49,252.15,8.51
55,Exit Long,Entry Short,2020-03-28 16:00,129.42,21.6996,-153.63,-5.19,-2014.83,-0.16,103.51,3.49,252.15,8.51
56,Entry Short,Entry Short,2020-03-28 16:00,129.42,22.7117,-60.64,-2.06,-2075.47,-0.06,127.41,4.33,136.27,4.64
56,Exit Short,Entry Long,2020-03-31 07:00,132.09,22.7117,-60.64,-2.06,-2075.47,-0.06,127.41,4.33,136.27,4.64
57,Entry Short,Entry Short,2020-03-28 21:30,128.96,22.8003,-71.36,-2.43,-2146.84,-0.07,117.42,3.99,147.29,5.01
57,Exit Short,Entry Long,2020-03-31 07:00,132.09,22.8003,-71.36,-2.43,-2146.84,-0.07,117.42,3.99,147.29,5.01
58,Entry Short,Entry Short,2020-03-29 03:30,131.42,22.348,-14.97,-0.51,-2161.81,-0.02,170.07,5.79,89.39,3.04
58,Exit Short,Entry Long,2020-03-31 07:00,132.09,22.348,-14.97,-0.51,-2161.81,-0.02,170.07,5.79,89.39,3.04
59,Entry Short,Entry Short,2020-03-29 22:00,129.27,22.7537,-64.17,-2.18,-2225.98,-0.07,124.24,4.22,139.94,4.76
59,Exit Short,Entry Long,2020-03-31 07:00,132.09,22.7537,-64.17,-2.18,-2225.98,-0.07,124.24,4.22,139.94,4.76
60,Entry Short,Entry Short,2020-03-30 09:30,126.97,23.2133,-118.85,-4.03,-2344.83,-0.12,13.93,0.47,196.15,6.66
60,Exit Short,Entry Long,2020-03-31 07:00,132.09,23.2133,-118.85,-4.03,-2344.83,-0.12,13.93,0.47,196.15,6.66
61,Entry Long,Entry Long,2020-03-31 07:00,132.09,22.185,594.56,20.29,-1750.27,0.61,979.02,33.41,76.98,2.63
61,Exit Long,Entry Short,2020-04-10 18:00,158.89,22.185,594.56,20.29,-1750.27,0.61,979.02,33.41,76.98,2.63
62,Entry Long,Entry Long,2020-03-31 11:00,132.13,22.171,593.30,20.25,-1156.98,0.6,977.52,33.37,77.82,2.66
62,Exit Long,Entry Short,2020-04-10 18:00,158.89,22.171,593.30,20.25,-1156.98,0.6,977.52,33.37,77.82,2.66
63,Entry Long,Entry Long,2020-03-31 11:30,131.71,22.2407,604.50,20.64,-552.47,0.61,989.93,33.79,68.72,2.35
63,Exit Long,Entry Short,2020-04-10 18:00,158.89,22.2407,604.50,20.64,-552.47,0.61,989.93,33.79,68.72,2.35
64,Entry Long,Entry Long,2020-03-31 18:30,131.51,22.2699,609.75,20.82,57.28,0.61,995.69,34,64.36,2.2
64,Exit Long,Entry Short,2020-04-10 18:00,158.89,22.2699,609.75,20.82,57.28,0.61,995.69,34,64.36,2.2
65,Entry Long,Entry Long,2020-04-01 00:30,131.92,22.206,598.90,20.44,656.17,0.6,983.73,33.58,73.28,2.5
65,Exit Long,Entry Short,2020-04-10 18:00,158.89,22.206,598.90,20.44,656.17,0.6,983.73,33.58,73.28,2.5
66,Entry Short,Entry Short,2020-04-10 18:00,158.89,19.0038,-1.33,-0.04,654.84,0,168.94,5.6,111.93,3.71
66,Exit Short,Entry Long,2020-04-15 04:00,158.96,19.0038,-1.33,-0.04,654.84,0,168.94,5.6,111.93,3.71
67,Entry Short,Entry Short,2020-04-11 02:30,158.57,19.048,-7.43,-0.25,647.41,-0.01,163.24,5.4,118.29,3.92
67,Exit Short,Entry Long,2020-04-15 04:00,158.96,19.048,-7.43,-0.25,647.41,-0.01,163.24,5.4,118.29,3.92
68,Entry Short,Entry Short,2020-04-12 05:30,157.75,19.1493,-23.17,-0.77,624.24,-0.02,148.41,4.91,134.62,4.46
68,Exit Short,Entry Long,2020-04-15 04:00,158.96,19.1493,-23.17,-0.77,624.24,-0.02,148.41,4.91,134.62,4.46
69,Entry Short,Entry Short,2020-04-12 06:30,158.00,19.1176,-18.35,-0.61,605.89,-0.02,152.94,5.06,129.62,4.29
69,Exit Short,Entry Long,2020-04-15 04:00,158.96,19.1176,-18.35,-0.61,605.89,-0.02,152.94,5.06,129.62,4.29
70,Entry Short,Entry Short,2020-04-12 07:00,158.33,19.0716,-12.02,-0.4,593.87,-0.01,158.87,5.26,123.01,4.07
70,Exit Short,Entry Long,2020-04-15 04:00,158.96,19.0716,-12.02,-0.4,593.87,-0.01,158.87,5.26,123.01,4.07
71,Entry Long,Entry Long,2020-04-15 04:00,158.96,18.9902,-71.21,-2.36,522.66,-0.07,44.25,1.47,201.87,6.69
71,Exit Long,Entry Short,2020-04-16 13:30,155.21,18.9902,-71.21,-2.36,522.66,-0.07,44.25,1.47,201.87,6.69
72,Entry Long,Entry Long,2020-04-15 16:00,158.60,19.0335,-64.52,-2.14,458.14,-0.06,21.32,0.71,195.47,6.48
72,Exit Long,Entry Short,2020-04-16 13:30,155.21,19.0335,-64.52,-2.14,458.14,-0.06,21.32,0.71,195.47,6.48
73,Entry Short,Entry Short,2020-04-16 13:30,155.21,19.4183,-304.48,-10.1,153.66,-0.3,7.18,0.24,304.48,10.1
73,Exit Short,Exit Short,2020-04-16 15:00,170.89,19.4183,-304.48,-10.1,153.66,-0.3,7.18,0.24,304.48,10.1
74,Entry Short,Entry Short,2020-04-16 14:00,155.36,19.3991,-301.27,-10,-147.61,-0.3,0,0,301.27,10
74,Exit Short,Exit Short,2020-04-16 15:00,170.89,19.3991,-301.27,-10,-147.61,-0.3,0,0,301.27,10
75,Entry Long,Entry Long,2020-04-17 12:00,169.47,17.675,58.86,1.96,-88.75,0.06,354.74,11.84,48.96,1.63
75,Exit Long,Entry Short,2020-04-21 12:30,172.80,17.675,58.86,1.96,-88.75,0.06,354.74,11.84,48.96,1.63
76,Entry Long,Entry Long,2020-04-17 19:00,169.34,17.6892,61.20,2.04,-27.55,0.06,357.32,11.93,46.70,1.56
76,Exit Long,Entry Short,2020-04-21 12:30,172.80,17.6892,61.20,2.04,-27.55,0.06,357.32,11.93,46.70,1.56
77,Entry Long,Entry Long,2020-04-18 01:30,169.40,17.6833,60.12,2.01,32.58,0.06,356.14,11.89,47.74,1.59
77,Exit Long,Entry Short,2020-04-21 12:30,172.80,17.6833,60.12,2.01,32.58,0.06,356.14,11.89,47.74,1.59
78,Entry Long,Entry Long,2020-04-18 17:30,171.75,17.4604,18.33,0.61,50.91,0.02,310.62,10.36,88.18,2.94
78,Exit Long,Entry Short,2020-04-21 12:30,172.80,17.4604,18.33,0.61,50.91,0.02,310.62,10.36,88.18,2.94
79,Entry Long,Entry Long,2020-04-19 12:30,185.25,16.347,-203.52,-6.72,-152.61,-0.2,19.78,0.65,303.24,10.01
79,Exit Long,Entry Short,2020-04-21 12:30,172.80,16.347,-203.52,-6.72,-152.61,-0.2,19.78,0.65,303.24,10.01
80,Entry Short,Entry Short,2020-04-21 12:30,172.80,17.3371,-143.90,-4.8,-296.51,-0.14,83.22,2.78,194.18,6.48
80,Exit Short,Entry Long,2020-04-23 05:00,181.10,17.3371,-143.90,-4.8,-296.51,-0.14,83.22,2.78,194.18,6.48
81,Entry Short,Entry Short,2020-04-21 13:00,173.82,17.2308,-125.44,-4.19,-421.95,-0.13,100.28,3.35,175.41,5.86
81,Exit Short,Entry Long,2020-04-23 05:00,181.10,17.2308,-125.44,-4.19,-421.95,-0.13,100.28,3.35,175.41,5.86
82,Entry Short,Entry Short,2020-04-22 01:00,172.41,17.377,-151.01,-5.04,-572.96,-0.15,45.70,1.53,201.40,6.72
82,Exit Short,Entry Long,2020-04-23 05:00,181.10,17.377,-151.01,-5.04,-572.96,-0.15,45.70,1.53,201.40,6.72
83,Entry Short,Entry Short,2020-04-22 13:00,173.89,17.218,-124.14,-4.15,-697.10,-0.12,22.21,0.74,174.07,5.81
83,Exit Short,Entry Long,2020-04-23 05:00,181.10,17.218,-124.14,-4.15,-697.10,-0.12,22.21,0.74,174.07,5.81
84,Entry Short,Entry Short,2020-04-22 14:30,174.82,17.1154,-107.48,-3.59,-804.58,-0.11,10.27,0.34,157.12,5.25
84,Exit Short,Entry Long,2020-04-23 05:00,181.10,17.1154,-107.48,-3.59,-804.58,-0.11,10.27,0.34,157.12,5.25
85,Entry Long,Entry Long,2020-04-23 05:00,181.10,16.4321,466.01,15.66,-338.57,0.47,759.16,25.51,48.31,1.62
85,Exit Long,Entry Short,2020-05-04 05:00,209.46,16.4321,466.01,15.66,-338.57,0.47,759.16,25.51,48.31,1.62
86,Entry Long,Entry Long,2020-04-23 13:30,180.00,16.5313,487.01,16.37,148.44,0.49,781.93,26.28,26.45,0.89
86,Exit Long,Entry Short,2020-05-04 05:00,209.46,16.5313,487.01,16.37,148.44,0.49,781.93,26.28,26.45,0.89
87,Entry Long,Entry Long,2020-04-23 14:00,178.79,16.6347,510.19,17.15,658.63,0.51,806.95,27.13,6.49,0.22
87,Exit Long,Entry Short,2020-05-04 05:00,209.46,16.6347,510.19,17.15,658.63,0.51,806.95,27.13,6.49,0.22
88,Entry Long,Entry Long,2020-04-24 06:30,186.62,15.9992,365.42,12.24,1024.05,0.36,650.85,21.8,60.64,2.03
88,Exit Long,Entry Short,2020-05-04 05:00,209.46,15.9992,365.42,12.24,1024.05,0.36,650.85,21.8,60.64,2.03
89,Entry Long,Entry Long,2020-04-24 07:00,185.57,16.0831,384.23,12.87,1408.28,0.38,671.15,22.49,13.67,0.46
89,Exit Long,Entry Short,2020-05-04 05:00,209.46,16.0831,384.23,12.87,1408.28,0.38,671.15,22.49,13.67,0.46
90,Entry Short,Entry Short,2020-05-04 05:00,209.46,14.523,-37.61,-1.24,1370.66,-0.04,211.75,6.96,103.84,3.41
90,Exit Short,Entry Long,2020-05-08 10:30,212.05,14.523,-37.61,-1.24,1370.66,-0.04,211.75,6.96,103.84,3.41
91,Entry Short,Entry Short,2020-05-04 05:30,211.05,14.4122,-14.41,-0.47,1356.25,-0.01,233.05,7.66,80.13,2.63
91,Exit Short,Entry Long,2020-05-08 10:30,212.05,14.4122,-14.41,-0.47,1356.25,-0.01,233.05,7.66,80.13,2.63
92,Entry Short,Entry Short,2020-05-04 15:30,201.21,15.1587,-164.32,-5.39,1191.93,-0.16,72.46,2.38,233.44,7.65
92,Exit Short,Entry Long,2020-05-08 10:30,212.05,15.1587,-164.32,-5.39,1191.93,-0.16,72.46,2.38,233.44,7.65
93,Entry Short,Entry Short,2020-05-04 16:00,202.18,15.078,-148.82,-4.88,1043.11,-0.15,86.70,2.84,217.58,7.14
93,Exit Short,Entry Long,2020-05-08 10:30,212.05,15.078,-148.82,-4.88,1043.11,-0.15,86.70,2.84,217.58,7.14
94,Entry Short,Entry Short,2020-05-04 20:30,202.90,15.0182,-137.42,-4.51,905.69,-0.14,97.17,3.19,205.90,6.76
94,Exit Short,Entry Long,2020-05-08 10:30,212.05,15.0182,-137.42,-4.51,905.69,-0.14,97.17,3.19,205.90,6.76
95,Entry Long,Entry Long,2020-05-08 10:30,212.05,14.2772,-291.97,-9.64,613.73,-0.29,42.12,1.39,291.97,9.64
95,Exit Long,Exit Long,2020-05-10 07:00,191.60,14.2772,-291.97,-9.64,613.73,-0.29,42.12,1.39,291.97,9.64
96,Entry Long,Entry Long,2020-05-08 13:00,210.39,14.3876,-270.34,-8.93,343.38,-0.27,66.33,2.19,270.34,8.93
96,Exit Long,Exit Long,2020-05-10 07:00,191.60,14.3876,-270.34,-8.93,343.38,-0.27,66.33,2.19,270.34,8.93
97,Entry Long,Entry Long,2020-05-08 13:30,208.60,14.4997,-246.49,-8.15,96.89,-0.25,92.80,3.07,246.49,8.15
97,Exit Long,Exit Long,2020-05-10 07:00,191.60,14.4997,-246.49,-8.15,96.89,-0.25,92.80,3.07,246.49,8.15
98,Entry Long,Entry Long,2020-05-08 14:00,208.25,14.5213,-241.78,-8,-144.89,-0.24,98.02,3.24,241.78,8
98,Exit Long,Exit Long,2020-05-10 07:00,191.60,14.5213,-241.78,-8,-144.89,-0.24,98.02,3.24,241.78,8
99,Entry Long,Entry Long,2020-05-08 20:00,209.58,14.4438,-259.70,-8.58,-404.59,-0.26,78.29,2.59,259.70,8.58
99,Exit Long,Exit Long,2020-05-10 07:00,191.60,14.4438,-259.70,-8.58,-404.59,-0.26,78.29,2.59,259.70,8.58
100,Entry Short,Entry Short,2020-05-10 14:30,190.64,15.6736,-134.95,-4.52,-539.54,-0.14,229.46,7.68,241.06,8.07
100,Exit Short,Entry Long,2020-05-15 00:00,199.25,15.6736,-134.95,-4.52,-539.54,-0.14,229.46,7.68,241.06,8.07
101,Entry Short,Entry Short,2020-05-10 15:00,190.73,15.6651,-133.47,-4.47,-673.01,-0.13,230.75,7.72,239.52,8.02
