Trade #,Type,Signal,Date/Time,Price,Contracts,Profit NONE,Profit %,Cum. Profit NONE,Cum. Profit %,Run-up NONE,Run-up %,Drawdown NONE,Drawdown %
11,Exit Short,Exit Short,2020-03-23 19:00,135.07,23.0374,-197.43,-6.77,-3079.19,-0.2,224.85,7.72,600.12,20.59
12,Entry Short,Entry Short,2020-03-19 23:00,128.00,22.7558,-160.88,-5.52,-3240.07,-0.17,256.23,8.8,558.65,19.18
12,Exit Short,Exit Short,2020-03-23 19:00,135.07,22.7558,-160.88,-5.52,-3240.07,-0.17,256.23,8.8,558.65,19.18
13,Entry Short,Entry Short,2020-03-20 01:00,138.03,20.9974,62.15,2.14,-3177.92,0.06,447.03,15.42,304.88,10.52
13,Exit Short,Exit Short,2020-03-23 19:00,135.07,20.9974,62.15,2.14,-3177.92,0.06,447.03,15.42,304.88,10.52
14,Entry Short,Entry Short,2020-03-20 15:00,139.67,20.7306,95.36,3.29,-3082.56,0.1,475.35,16.42,267.01,9.22
14,Exit Short,Exit Short,2020-03-23 19:00,135.07,20.7306,95.36,3.29,-3082.56,0.1,475.35,16.42,267.01,9.22
15,Entry Short,Entry Short,2020-03-20 17:00,149.72,19.1671,280.80,9.78,-2801.76,0.29,632.13,22.03,54.24,1.89
15,Exit Short,Exit Short,2020-03-23 19:00,135.07,19.1671,280.80,9.78,-2801.76,0.29,632.13,22.03,54.24,1.89
16,Entry Short,Entry Short,2020-03-23 21:00,131.48,22.1745,-76.95,-2.64,-2878.71,-0.08,103.11,3.54,263.43,9.04
16,Exit Short,Entry Long,2020-03-27 21:00,134.95,22.1745,-76.95,-2.64,-2878.71,-0.08,103.11,3.54,263.43,9.04
17,Entry Short,Entry Short,2020-03-24 07:00,135.89,21.4316,20.15,0.69,-2858.56,0.02,79.08,2.72,160.09,5.5
17,Exit Short,Entry Long,2020-03-27 21:00,134.95,21.4316,20.15,0.69,-2858.56,0.02,79.08,2.72,160.09,5.5
18,Entry Short,Entry Short,2020-03-24 17:00,140.64,20.6714,117.62,4.05,-2740.94,0.12,167.44,5.76,34.93,1.2
18,Exit Short,Entry Long,2020-03-27 21:00,134.95,20.6714,117.62,4.05,-2740.94,0.12,167.44,5.76,34.93,1.2
19,Entry Short,Entry Short,2020-03-24 19:00,140.71,20.6635,119.02,4.09,-2621.92,0.12,168.82,5.81,33.47,1.15
19,Exit Short,Entry Long,2020-03-27 21:00,134.95,20.6635,119.02,4.09,-2621.92,0.12,168.82,5.81,33.47,1.15
20,Entry Long,Entry Long,2020-03-27 21:00,134.95,21.6457,1171.25,40.1,-1450.67,1.2,1998.98,68.43,241.13,8.25
20,Exit Long,Exit Long,2020-05-10 07:00,189.06,21.6457,1171.25,40.1,-1450.67,1.2,1998.98,68.43,241.13,8.25
21,Entry Long,Entry Long,2020-03-29 17:00,128.36,22.7273,1379.55,47.29,-71.12,1.4,2248.64,77.08,103.41,3.54
21,Exit Long,Exit Long,2020-05-10 07:00,189.06,22.7273,1379.55,47.29,-71.12,1.4,2248.64,77.08,103.41,3.54
22,Entry Long,Entry Long,2020-04-01 21:00,130.75,22.3426,1302.80,44.6,1231.67,1.3,2157.18,73.84,47.59,1.63
22,Exit Long,Exit Long,2020-05-10 07:00,189.06,22.3426,1302.80,44.6,1231.67,1.3,2157.18,73.84,47.59,1.63
23,Entry Long,Entry Long,2020-04-04 11:00,139.73,21.0278,1037.30,35.3,2268.97,1.02,1841.40,62.67,8.83,0.3
23,Exit Long,Exit Long,2020-05-10 07:00,189.06,21.0278,1037.30,35.3,2268.97,1.02,1841.40,62.67,8.83,0.3
24,Entry Long,Entry Long,2020-04-06 05:00,142.50,20.6702,962.40,32.67,3231.38,0.94,1752.83,59.51,1.03,0.04
24,Exit Long,Exit Long,2020-05-10 07:00,189.06,20.6702,962.40,32.67,3231.38,0.94,1752.83,59.51,1.03,0.04
25,Entry Short,Entry Short,2020-05-12 19:00,190.83,16.2304,-381.74,-12.33,2849.64,-0.37,65.90,2.13,381.74,12.33
25,Exit Short,Exit Short,2020-05-18 07:00,214.35,16.2304,-381.74,-12.33,2849.64,-0.37,65.90,2.13,381.74,12.33
26,Entry Short,Entry Short,2020-05-13 21:00,194.62,15.9041,-313.79,-10.14,2535.85,-0.31,47.08,1.52,313.79,10.14
26,Exit Short,Exit Short,2020-05-18 07:00,214.35,15.9041,-313.79,-10.14,2535.85,-0.31,47.08,1.52,313.79,10.14
27,Entry Short,Entry Short,2020-05-13 23:00,198.14,15.6027,-252.92,-8.18,2282.93,-0.25,101.11,3.27,252.92,8.18
27,Exit Short,Exit Short,2020-05-18 07:00,214.35,15.6027,-252.92,-8.18,2282.93,-0.25,101.11,3.27,252.92,8.18
28,Entry Short,Entry Short,2020-05-14 05:00,200.43,15.4098,-214.50,-6.95,2068.43,-0.21,135.14,4.38,214.50,6.95
28,Exit Short,Exit Short,2020-05-18 07:00,214.35,15.4098,-214.50,-6.95,2068.43,-0.21,135.14,4.38,214.50,6.95
29,Entry Short,Entry Short,2020-05-16 13:00,200.21,15.4262,-218.13,-7.06,1850.30,-0.21,36.41,1.18,218.13,7.06
29,Exit Short,Exit Short,2020-05-18 07:00,214.35,15.4262,-218.13,-7.06,1850.30,-0.21,36.41,1.18,218.13,7.06
30,Entry Long,Entry Long,2020-05-21 17:00,206.19,14.8239,-55.44,-1.81,1794.86,-0.05,25.79,0.84,214.65,7.02
30,Exit Long,Entry Short,2020-05-22 17:00,202.45,14.8239,-55.44,-1.81,1794.86,-0.05,25.79,0.84,214.65,7.02
31,Entry Short,Entry Short,2020-05-22 17:00,202.45,15.0844,-55.96,-1.83,1738.90,-0.05,19.76,0.65,131.99,4.32
31,Exit Short,Entry Long,2020-05-23 17:00,206.16,15.0844,-55.96,-1.83,1738.90,-0.05,19.76,0.65,131.99,4.32
32,Entry Long,Entry Long,2020-05-23 17:00,206.16,14.8048,299.80,9.82,2038.69,0.29,705.30,23.11,137.09,4.49
32,Exit Long,Exit Long,2020-06-02 21:00,226.41,14.8048,299.80,9.82,2038.69,0.29,705.30,23.11,137.09,4.49
33,Entry Long,Entry Long,2020-05-24 19:00,205.91,14.8222,303.86,9.96,2342.55,0.3,709.84,23.26,133.55,4.38
33,Exit Long,Exit Long,2020-06-02 21:00,226.41,14.8222,303.86,9.96,2342.55,0.3,709.84,23.26,133.55,4.38
34,Entry Long,Entry Long,2020-05-24 23:00,205.46,14.848,311.07,10.2,2653.61,0.3,717.75,23.53,127.10,4.17
34,Exit Long,Exit Long,2020-06-02 21:00,226.41,14.848,311.07,10.2,2653.61,0.3,717.75,23.53,127.10,4.17
35,Entry Long,Entry Long,2020-05-25 01:00,203.98,14.9502,335.33,11,2988.95,0.33,744.82,24.42,105.85,3.47
35,Exit Long,Exit Long,2020-06-02 21:00,226.41,14.9502,335.33,11,2988.95,0.33,744.82,24.42,105.85,3.47
36,Entry Long,Entry Long,2020-05-26 15:00,203.60,14.9754,341.59,11.2,3330.54,0.33,751.77,24.66,100.34,3.29
36,Exit Long,Exit Long,2020-06-02 21:00,226.41,14.9754,341.59,11.2,3330.54,0.33,751.77,24.66,100.34,3.29
37,Entry Long,Entry Long,2020-06-02 23:00,233.63,13.2679,-168.10,-5.42,3162.43,-0.16,220.91,7.13,168.10,5.42
37,Exit Long,Exit Long,2020-06-15 11:00,220.96,13.2679,-168.10,-5.42,3162.43,-0.16,220.91,7.13,168.10,5.42
38,Entry Long,Entry Long,2020-06-04 17:00,240.74,12.8888,-254.94,-8.22,2907.49,-0.25,122.96,3.96,254.94,8.22
38,Exit Long,Exit Long,2020-06-15 11:00,220.96,12.8888,-254.94,-8.22,2907.49,-0.25,122.96,3.96,254.94,8.22
39,Entry Long,Entry Long,2020-06-06 05:00,240.67,12.8913,-254.09,-8.19,2653.40,-0.25,123.89,3.99,254.09,8.19
39,Exit Long,Exit Long,2020-06-15 11:00,220.96,12.8913,-254.09,-8.19,2653.40,-0.25,123.89,3.99,254.09,8.19
40,Entry Long,Entry Long,2020-06-06 07:00,240.04,12.9231,-246.57,-7.95,2406.83,-0.24,132.33,4.27,246.57,7.95
40,Exit Long,Exit Long,2020-06-15 11:00,220.96,12.9231,-246.57,-7.95,2406.83,-0.24,132.33,4.27,246.57,7.95
41,Entry Long,Entry Long,2020-06-06 09:00,239.41,12.952,-238.96,-7.71,2167.87,-0.23,140.79,4.54,238.96,7.71
41,Exit Long,Exit Long,2020-06-15 11:00,220.96,12.952,-238.96,-7.71,2167.87,-0.23,140.79,4.54,238.96,7.71
42,Entry Short,Entry Short,2020-06-16 01:00,227.62,13.4661,-126.72,-4.13,2041.15,-0.12,156.48,5.1,291.14,9.5
42,Exit Short,Entry Long,2020-07-07 15:00,237.03,13.4661,-126.72,-4.13,2041.15,-0.12,156.48,5.1,291.14,9.5
43,Entry Short,Entry Short,2020-06-16 03:00,232.33,13.1855,-61.97,-2.02,1979.18,-0.06,215.32,7.03,222.97,7.28
43,Exit Short,Entry Long,2020-07-07 15:00,237.03,13.1855,-61.97,-2.02,1979.18,-0.06,215.32,7.03,222.97,7.28
44,Entry Short,Entry Short,2020-06-16 17:00,234.01,13.0846,-39.52,-1.29,1939.66,-0.04,235.65,7.7,199.28,6.51
44,Exit Short,Entry Long,2020-07-07 15:00,237.03,13.0846,-39.52,-1.29,1939.66,-0.04,235.65,7.7,199.28,6.51
45,Entry Short,Entry Short,2020-06-16 19:00,234.38,13.0614,-34.61,-1.13,1905.05,-0.03,240.07,7.84,194.09,6.34
45,Exit Short,Entry Long,2020-07-07 15:00,237.03,13.0614,-34.61,-1.13,1905.05,-0.03,240.07,7.84,194.09,6.34
46,Entry Short,Entry Short,2020-06-16 21:00,234.76,13.0396,-29.60,-0.97,1875.45,-0.03,244.62,7.99,188.81,6.17
46,Exit Short,Entry Long,2020-07-07 15:00,237.03,13.0396,-29.60,-0.97,1875.45,-0.03,244.62,7.99,188.81,6.17
47,Entry Long,Entry Long,2020-07-07 15:00,237.03,12.8933,-26.82,-0.88,1848.63,-0.03,152.79,5,90.38,2.96
47,Exit Long,Entry Short,2020-07-18 17:00,234.95,12.8933,-26.82,-0.88,1848.63,-0.03,152.79,5,90.38,2.96
48,Entry Long,Entry Long,2020-07-07 17:00,235.21,12.9939,-3.38,-0.11,1845.25,0,177.63,5.81,67.44,2.21
48,Exit Long,Entry Short,2020-07-18 17:00,234.95,12.9939,-3.38,-0.11,1845.25,0,177.63,5.81,67.44,2.21
49,Entry Long,Entry Long,2020-07-09 23:00,239.86,12.7534,-62.62,-2.05,1782.63,-0.06,69.76,2.28,125.49,4.1
49,Exit Long,Entry Short,2020-07-18 17:00,234.95,12.7534,-62.62,-2.05,1782.63,-0.06,69.76,2.28,125.49,4.1
50,Entry Long,Entry Long,2020-07-10 13:00,237.81,12.8539,-36.76,-1.2,1745.87,-0.04,96.66,3.16,100.13,3.28
50,Exit Long,Entry Short,2020-07-18 17:00,234.95,12.8539,-36.76,-1.2,1745.87,-0.04,96.66,3.16,100.13,3.28
51,Entry Long,Entry Long,2020-07-12 19:00,239.54,12.7717,-58.62,-1.92,1687.25,-0.06,73.95,2.42,121.59,3.97
51,Exit Long,Entry Short,2020-07-18 17:00,234.95,12.7717,-58.62,-1.92,1687.25,-0.06,73.95,2.42,121.59,3.97
52,Entry Short,Entry Short,2020-07-18 17:00,234.95,12.9841,-94.26,-3.09,1592.99,-0.09,21.68,0.71,152.04,4.98
52,Exit Short,Entry Long,2020-07-22 15:00,242.21,12.9841,-94.26,-3.09,1592.99,-0.09,21.68,0.71,152.04,4.98
53,Entry Short,Entry Short,2020-07-18 19:00,234.97,12.9829,-94.00,-3.08,1498.99,-0.09,21.94,0.72,151.77,4.98
53,Exit Short,Entry Long,2020-07-22 15:00,242.21,12.9829,-94.00,-3.08,1498.99,-0.09,21.94,0.72,151.77,4.98
54,Entry Short,Entry Short,2020-07-19 03:00,235.57,12.9473,-85.97,-2.82,1413.02,-0.08,29.65,0.97,143.59,4.71
54,Exit Short,Entry Long,2020-07-22 15:00,242.21,12.9473,-85.97,-2.82,1413.02,-0.08,29.65,0.97,143.59,4.71
55,Entry Short,Entry Short,2020-07-19 05:00,235.86,12.9275,-82.09,-2.69,1330.93,-0.08,33.35,1.09,139.62,4.58
55,Exit Short,Entry Long,2020-07-22 15:00,242.21,12.9275,-82.09,-2.69,1330.93,-0.08,33.35,1.09,139.62,4.58
56,Entry Short,Entry Short,2020-07-20 03:00,235.21,12.9693,-90.79,-2.98,1240.15,-0.09,15.04,0.49,148.50,4.87
56,Exit Short,Entry Long,2020-07-22 15:00,242.21,12.9693,-90.79,-2.98,1240.15,-0.09,15.04,0.49,148.50,4.87
57,Entry Long,Entry Long,2020-07-22 15:00,242.21,12.5371,1560.24,51.38,2800.39,1.54,2176.94,71.69,7.02,0.23
57,Exit Long,Exit Long,2020-08-02 11:00,366.66,12.5371,1560.24,51.38,2800.39,1.54,2176.94,71.69,7.02,0.23
58,Entry Long,Entry Long,2020-07-27 23:00,313.16,9.7837,523.43,17.08,3323.82,0.51,1004.69,32.79,71.42,2.33
58,Exit Long,Exit Long,2020-08-02 11:00,366.66,9.7837,523.43,17.08,3323.82,0.51,1004.69,32.79,71.42,2.33
59,Entry Long,Entry Long,2020-07-28 15:00,315.72,9.7095,494.60,16.13,3818.42,0.48,972.21,31.71,95.74,3.12
59,Exit Long,Exit Long,2020-08-02 11:00,366.66,9.7095,494.60,16.13,3818.42,0.48,972.21,31.71,95.74,3.12
60,Entry Long,Entry Long,2020-07-28 17:00,310.22,9.8661,556.84,18.19,4375.26,0.54,1042.16,34.05,43.02,1.41
60,Exit Long,Exit Long,2020-08-02 11:00,366.66,9.8661,556.84,18.19,4375.26,0.54,1042.16,34.05,43.02,1.41
61,Entry Long,Entry Long,2020-08-04 05:00,384.23,8.1492,29.09,0.93,4404.35,0.03,503.38,16.08,174.23,5.56
61,Exit Long,Exit Long,2020-08-22 03:00,387.80,8.1492,29.09,0.93,4404.35,0.03,503.38,16.08,174.23,5.56
62,Entry Long,Entry Long,2020-08-04 21:00,383.97,8.1547,31.23,1,4435.59,0.03,505.84,16.15,172.23,5.5
62,Exit Long,Exit Long,2020-08-22 03:00,387.80,8.1547,31.23,1,4435.59,0.03,505.84,16.15,172.23,5.5
63,Entry Long,Entry Long,2020-08-07 07:00,394.77,7.945,-55.38,-1.77,4380.21,-0.05,407.02,12.98,253.60,8.09
63,Exit Long,Exit Long,2020-08-22 03:00,387.80,7.945,-55.38,-1.77,4380.21,-0.05,407.02,12.98,253.60,8.09
64,Entry Long,Entry Long,2020-08-07 23:00,385.47,8.1188,18.92,0.6,4399.13,0.02,491.43,15.7,183.65,5.87
64,Exit Long,Exit Long,2020-08-22 03:00,387.80,8.1188,18.92,0.6,4399.13,0.02,491.43,15.7,183.65,5.87
65,Entry Long,Entry Long,2020-08-08 01:00,373.55,8.3471,118.95,3.81,4518.07,0.11,604.75,19.39,74.71,2.4
65,Exit Long,Exit Long,2020-08-22 03:00,387.80,8.3471,118.95,3.81,4518.07,0.11,604.75,19.39,74.71,2.4
66,Entry Short,Entry Short,2020-08-22 17:00,392.38,7.9896,-268.69,-8.57,4249.38,-0.26,178.81,5.7,268.69,8.57
66,Exit Short,Exit Short,2020-08-31 01:00,426.01,7.9896,-268.69,-8.57,4249.38,-0.26,178.81,5.7,268.69,8.57
67,Entry Short,Entry Short,2020-08-24 15:00,398.48,7.8659,-216.55,-6.91,4032.83,-0.21,224.02,7.15,216.55,6.91
67,Exit Short,Exit Short,2020-08-31 01:00,426.01,7.8659,-216.55,-6.91,4032.83,-0.21,224.02,7.15,216.55,6.91
68,Entry Short,Entry Short,2020-08-24 17:00,405.20,7.7265,-160.79,-5.14,3872.04,-0.15,271.97,8.69,160.79,5.14
68,Exit Short,Exit Short,2020-08-31 01:00,426.01,7.7265,-160.79,-5.14,3872.04,-0.15,271.97,8.69,160.79,5.14
69,Entry Short,Entry Short,2020-08-26 23:00,389.86,8.0586,-291.32,-9.27,3580.73,-0.28,148.12,4.71,291.32,9.27
69,Exit Short,Exit Short,2020-08-31 01:00,426.01,8.0586,-291.32,-9.27,3580.73,-0.28,148.12,4.71,291.32,9.27
70,Entry Short,Entry Short,2020-08-28 11:00,387.39,8.116,-313.44,-9.97,3267.29,-0.3,9.66,0.31,313.44,9.97
70,Exit Short,Exit Short,2020-08-31 01:00,426.01,8.116,-313.44,-9.97,3267.29,-0.3,9.66,0.31,313.44,9.97
71,Entry Long,Entry Long,2020-09-02 19:00,441.85,7.0109,-304.41,-9.83,2962.87,-0.29,62.05,2,304.41,9.83
71,Exit Long,Exit Long,2020-09-03 21:00,398.43,7.0109,-304.41,-9.83,2962.87,-0.29,62.05,2,304.41,9.83
72,Entry Long,Entry Long,2020-09-02 21:00,441.50,7.0151,-302.14,-9.76,2660.73,-0.29,64.54,2.08,302.14,9.76
72,Exit Long,Exit Long,2020-09-03 21:00,398.43,7.0151,-302.14,-9.76,2660.73,-0.29,64.54,2.08,302.14,9.76
73,Entry Long,Entry Long,2020-09-02 23:00,432.50,7.1542,-243.74,-7.88,2416.99,-0.24,130.21,4.21,243.74,7.88
73,Exit Long,Exit Long,2020-09-03 21:00,398.43,7.1542,-243.74,-7.88,2416.99,-0.24,130.21,4.21,243.74,7.88
74,Entry Long,Entry Long,2020-09-03 01:00,431.68,7.1662,-238.28,-7.7,2178.71,-0.23,136.30,4.41,238.28,7.7
74,Exit Long,Exit Long,2020-09-03 21:00,398.43,7.1662,-238.28,-7.7,2178.71,-0.23,136.30,4.41,238.28,7.7
75,Entry Long,Entry Long,2020-09-03 21:00,418.56,7.3644,-148.25,-4.81,2030.47,-0.15,1.55,0.05,148.25,4.81
75,Exit Long,Exit Long,2020-09-03 21:00,398.43,7.3644,-148.25,-4.81,2030.47,-0.15,1.55,0.05,148.25,4.81
76,Entry Short,Entry Short,2020-09-06 17:00,346.09,8.844,-270.18,-8.83,1760.28,-0.26,204.21,6.67,270.18,8.83
76,Exit Short,Exit Short,2020-09-10 19:00,376.64,8.844,-270.18,-8.83,1760.28,-0.26,204.21,6.67,270.18,8.83
77,Entry Short,Entry Short,2020-09-06 19:00,354.58,8.6256,-190.28,-6.22,1570.00,-0.19,272.40,8.91,190.28,6.22
77,Exit Short,Exit Short,2020-09-10 19:00,376.64,8.6256,-190.28,-6.22,1570.00,-0.19,272.40,8.91,190.28,6.22
78,Entry Short,Entry Short,2020-09-08 07:00,353.59,8.6517,-199.42,-6.52,1370.58,-0.2,244.06,7.98,199.42,6.52
78,Exit Short,Exit Short,2020-09-10 19:00,376.64,8.6517,-199.42,-6.52,1370.58,-0.2,244.06,7.98,199.42,6.52
79,Entry Short,Entry Short,2020-09-09 17:00,346.51,8.8456,-266.52,-8.7,1104.06,-0.26,25.21,0.82,266.52,8.7
79,Exit Short,Exit Short,2020-09-10 19:00,376.64,8.8456,-266.52,-8.7,1104.06,-0.26,25.21,0.82,266.52,8.7
80,Entry Short,Entry Short,2020-09-09 19:00,347.59,8.8146,-256.06,-8.36,848.00,-0.25,24.06,0.79,256.06,8.36
80,Exit Short,Exit Short,2020-09-10 19:00,376.64,8.8146,-256.06,-8.36,848.00,-0.25,24.06,0.79,256.06,8.36
81,Entry Short,Entry Short,2020-09-10 21:00,376.23,8.0425,-47.85,-1.58,800.15,-0.05,210.95,6.97,144.04,4.76
81,Exit Short,Entry Long,2020-09-18 23:00,382.18,8.0425,-47.85,-1.58,800.15,-0.05,210.95,6.97,144.04,4.76
82,Entry Short,Entry Short,2020-09-12 07:00,373.62,8.0991,-69.33,-2.29,730.82,-0.07,191.30,6.32,166.19,5.49
82,Exit Short,Entry Long,2020-09-18 23:00,382.18,8.0991,-69.33,-2.29,730.82,-0.07,191.30,6.32,166.19,5.49
83,Entry Short,Entry Short,2020-09-13 03:00,384.68,7.8527,19.63,0.65,750.45,0.02,272.33,9.02,74.29,2.46
83,Exit Short,Entry Long,2020-09-18 23:00,382.18,7.8527,19.63,0.65,750.45,0.02,272.33,9.02,74.29,2.46
84,Entry Short,Entry Short,2020-09-14 15:00,369.36,8.2076,-105.22,-3.47,645.23,-0.1,117.86,3.89,203.38,6.71
84,Exit Short,Entry Long,2020-09-18 23:00,382.18,8.2076,-105.22,-3.47,645.23,-0.1,117.86,3.89,203.38,6.71
85,Entry Short,Entry Short,2020-09-14 23:00,383.11,7.8788,7.33,0.24,652.55,0.01,221.47,7.34,86.90,2.88
85,Exit Short,Entry Long,2020-09-18 23:00,382.18,7.8788,7.33,0.24,652.55,0.01,221.47,7.34,86.90,2.88
86,Entry Long,Entry Long,2020-09-18 23:00,382.18,7.9006,-314.52,-10.42,338.03,-0.31,51.67,1.71,314.52,10.42
86,Exit Long,Exit Long,2020-09-21 19:00,342.37,7.9006,-314.52,-10.42,338.03,-0.31,51.67,1.71,314.52,10.42
87,Entry Long,Entry Long,2020-09-19 01:00,376.91,8.0078,-276.59,-9.16,61.44,-0.28,94.57,3.13,276.59,9.16
87,Exit Long,Exit Long,2020-09-21 19:00,342.37,8.0078,-276.59,-9.16,61.44,-0.28,94.57,3.13,276.59,9.16
88,Entry Long,Entry Long,2020-09-20 09:00,380.60,7.9352,-303.36,-10.04,-241.92,-0.3,12.30,0.41,303.36,10.04
88,Exit Long,Exit Long,2020-09-21 19:00,342.37,7.9352,-303.36,-10.04,-241.92,-0.3,12.30,0.41,303.36,10.04
89,Entry Long,Entry Long,2020-09-20 19:00,379.51,7.9569,-295.52,-9.79,-537.44,-0.3,1.03,0.03,295.52,9.79
89,Exit Long,Exit Long,2020-09-21 19:00,342.37,7.9569,-295.52,-9.79,-537.44,-0.3,1.03,0.03,295.52,9.79
90,Entry Long,Entry Long,2020-09-20 21:00,373.47,8.0686,-250.93,-8.33,-788.37,-0.25,26.87,0.89,250.93,8.33
90,Exit Long,Exit Long,2020-09-21 19:00,342.37,8.0686,-250.93,-8.33,-788.37,-0.25,26.87,0.89,250.93,8.33
91,Entry Short,Entry Short,2020-09-23 01:00,343.72,8.6604,-195.98,-6.58,-984.36,-0.2,263.54,8.85,300.34,10.09
91,Exit Short,Entry Long,2020-10-12 19:00,366.35,8.6604,-195.98,-6.58,-984.36,-0.2,263.54,8.85,300.34,10.09
92,Entry Short,Entry Short,2020-09-23 05:00,346.28,8.593,-172.46,-5.8,-1156.82,-0.17,283.48,9.53,276.01,9.28
92,Exit Short,Entry Long,2020-10-12 19:00,366.35,8.593,-172.46,-5.8,-1156.82,-0.17,283.48,9.53,276.01,9.28
93,Entry Short,Entry Short,2020-09-24 17:00,328.43,9.0884,-344.63,-11.55,-1501.45,-0.35,6.18,0.21,454.15,15.21
93,Exit Short,Entry Long,2020-10-12 19:00,366.35,9.0884,-344.63,-11.55,-1501.45,-0.35,6.18,0.21,454.15,15.21
94,Entry Short,Entry Short,2020-09-24 19:00,338.18,8.8036,-248.00,-8.33,-1749.45,-0.25,52.82,1.77,354.08,11.89
94,Exit Short,Entry Long,2020-10-12 19:00,366.35,8.8036,-248.00,-8.33,-1749.45,-0.25,52.82,1.77,354.08,11.89
95,Entry Short,Entry Short,2020-09-24 23:00,344.49,8.6216,-188.47,-6.35,-1937.92,-0.19,106.13,3.57,292.36,9.84
95,Exit Short,Entry Long,2020-10-12 19:00,366.35,8.6216,-188.47,-6.35,-1937.92,-0.19,106.13,3.57,292.36,9.84
96,Entry Long,Entry Long,2020-10-12 19:00,366.35,8.0304,139.01,4.72,-1798.91,0.14,436.69,14.84,41.52,1.41
96,Exit Long,Entry Short,2020-11-03 21:00,383.66,8.0304,139.01,4.72,-1798.91,0.14,436.69,14.84,41.52,1.41
97,Entry Long,Entry Long,2020-10-14 19:00,379.01,7.77,36.13,1.23,-1762.78,0.04,324.16,11.01,138.54,4.7
97,Exit Long,Entry Short,2020-11-03 21:00,383.66,7.77,36.13,1.23,-1762.78,0.04,324.16,11.01,138.54,4.7
98,Entry Long,Entry Long,2020-10-15 17:00,372.32,7.9011,89.60,3.05,-1673.18,0.09,382.49,13,88.02,2.99
98,Exit Long,Entry Short,2020-11-03 21:00,383.66,7.9011,89.60,3.05,-1673.18,0.09,382.49,13,88.02,2.99
99,Entry Long,Entry Long,2020-10-15 19:00,372.21,7.9032,90.49,3.08,-1582.69,0.09,383.46,13.04,87.17,2.96
99,Exit Long,Entry Short,2020-11-03 21:00,383.66,7.9032,90.49,3.08,-1582.69,0.09,383.46,13.04,87.17,2.96
100,Entry Long,Entry Long,2020-10-16 13:00,370.11,7.9425,107.62,3.66,-1475.07,0.11,402.05,13.68,70.93,2.41
100,Exit Long,Entry Short,2020-11-03 21:00,383.66,7.9425,107.62,3.66,-1475.07,0.11,402.05,13.68,70.93,2.41
